"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"007442025";"Objeto: PRESTAÇÃO PELA CONTRATADA DE SERVIÇOS DE GESTÃO ADMINISTRATIVA E FINANCEIRA À UFG/INTERVENIENTE/UNIDADE/COORDENADOR PARA APOIO NA IMPLEMENTAÇÃO E NO DESENVOLVIMENTO DAS ATIVIDADES PREVISTAS NOS PROJETO DE PESQUISA INTITULADO: 'ANÁLISE DE PROCESSOS JUDICIAIS DE REINTEGRAÇÃO DE POSSE E CADEIAS DOMINIAIS DE IMÓVEIS RURAIS EM CONFLITOS AGRÁRIOS COLETIVOS MONITORADOS PELO DEMCA-MDA";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26235";"Universidade Federal de Goiás";"153052";"UNIVERSIDADE FEDERAL DE GOIAS";"30/12/2025";"05/01/2026";"30/12/2025";"31/12/2026";"00799205000189";"FUNDACAO DE APOIO A PESQUISA";"2000000,0000";"2000000,0000";"-3";"";"";"";""
"002012025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS DE GESTÃO ADMINISTRATIVA E ÛNANCEIRA, ESPECIÛCAMENTE PARA AS ATIVIDADES DE PLANEJAMENTO E EXECUÇÃO DO PROJETO DE ENSINO ENTITULADO <FORMAÇÃO TÉCNICA EXPERIMENTAL PARA AUXILIARES À DOCÊNCIA NA EDUCAÇÃO INFANTIL= QUE SERÁ PRESTADO NAS CONDIÇÕES ESTABELECIDAS NO PLANO DE TRABALHO (EM ANEXO).";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26407";"Instituto Federal de Educação, Ciência e T";"158124";"IF GOIANO - REITORIA";"04/12/2025";"13/01/2026";"04/12/2025";"04/06/2027";"00799205000189";"FUNDACAO DE APOIO A PESQUISA";"8781542,0000";"8781542,0000";"-3";"";"";"";""
"000202026";"Objeto: PRESTAÇÃO PELA CONTRATADA DE SERVIÇOS DE GESTÃO ADMINISTRATIVA E FINANCEIRA À UFG/UNIDADE/COORDENADOR PARA APOIO NA IMPLEMENTAÇÃO E NO DESENVOLVIMENTO DAS ATIVIDADES PREVISTAS NOS PROJETO DE PESQUISA INTITULADO: 'ELABORAÇÃO DE PEÇAS TÉCNICAS (ANTROPOLÓGICA E MEMORIAL DESCRITIVO) PARA SUBSIDIAR A COMPOSIÇÃO DO RELATÓRIO TÉCNICO DE IDENTIFICAÇÃO E DELIMITAÇÃO (RTID) DO TERRITÓRIO QUILOMBOLA ALTO DE SANTANA NA CIDADE DE GOIÁS, GOIÁS";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26235";"Universidade Federal de Goiás";"153052";"UNIVERSIDADE FEDERAL DE GOIAS";"09/01/2026";"13/01/2026";"09/01/2026";"30/06/2027";"00799205000189";"FUNDACAO DE APOIO A PESQUISA";"180000,0000";"180000,0000";"-3";"";"";"";""
"139452025";"Objeto: CONSTITUI OBJETO DESTE INSTRUMENTO A CONTRATAÇÃO DA FUNDAÇÃO DE APOIO À PESQUISA PARA APOIAR A EXECUÇÃO E O DESENVOLVIMENTO DO PROJETO DE PESQUISA, DESENVOLVIMENTO E INOVAÇÃO INTITULADO 'PESQUISA APLICADA EM PRIVACIDADE E SEGURANÇA DA INFORMAÇÃO NO DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES' ORIUNDO DO TERMO DE EXECUÇÃO DESCENTRALIZADA Nº 13349673/2025, CELEBRADO ENTRE O DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES E A UNIVERSIDADE DE BRASÍLIA, EM 24 DE DEZEMBRO DE 2025.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26271";"Fundação Universidade de Brasília";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - UNB";"08/01/2026";"09/01/2026";"08/01/2026";"24/12/2030";"00799205000189";"FUNDACAO DE APOIO A PESQUISA";"3240000,0000";"3240000,0000";"-3";"";"";"";""
"004662025";"Objeto: CONSTITUI OBJETO DESTE INSTRUMENTO A CONTRATAÇÃO DA FUNDAÇÃO DE APOIO À PESQUISA - FUNAPE PARA APOIAR A EXECUÇÃO E O DESENVOLVIMENTO DO PROJETO DE EXTENSÃO INTITULADO 'PROGRAMA DE EXERCÍCIOS FÍSICOS PARA PESSOAS IDOSAS' ORIUNDO DE EMENDA PARLAMENTAR.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26271";"Fundação Universidade de Brasília";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - UNB";"30/12/2025";"05/01/2026";"30/12/2025";"30/12/2026";"00799205000189";"FUNDACAO DE APOIO A PESQUISA";"185152,0000";"185152,0000";"-3";"";"";"";""
"000852025";"Objeto: PRESTAÇÃO DE SERVIÇOS TÉCNICO-ESPECIALIZADOS DE PLANEJAMENTO, ORGANIZAÇÃO E REALIZAÇÃO DE CONCURSO PÚBLICO, OBJETIVANDO SELECIONAR CANDIDATOS PARA O PROVIMENTO DE 46 (QUARENTA E SEIS) VAGAS IMEDIATAS E FORMAÇÃO DE CADASTRO DE RESERVA DE NÍVEL MÉDIO E/OU TÉCNICO E SUPERIOR DE SERVIDORES TÉCNICOS-ADMINISTRATIVOS COM DIFERENTES CARGOS, COM O FORNECIMENTO DE RECURSOS HUMANOS E MATERIAIS, BEM COMO A EXECUÇÃO DAS ATIVIDADES ENVOLVIDAS E CORRELATAS, EM ESPECIAL COM A ELABORAÇÃO, IMPRESSÃO, APLICAÇÃO E CORREÇÃO DAS";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26280";"Fundação Universidade Federal de São Carlo";"154049";"FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS";"05/01/2026";"13/01/2026";"05/01/2026";"05/01/2028";"00799205000189";"FUNDACAO DE APOIO A PESQUISA";"689223,4300";"689223,4300";"-3";"";"";"";""
"005282025";"Objeto: CONSTITUI OBJETO DESTE INSTRUMENTO A CONTRATAÇÃO DA FUNAPE PARA APOIAR A EXECUÇÃO E O DESENVOLVIMENTO DO PROJETO DE PESQUISA INTITULADO 'GESTÃO DE DOCUMENTOS E DE ARQUIVOS NO MTE: UMA SOLUÇÃO INTEGRADA PARA A PRESERVAÇÃO DA MEMÓRIA.' ORIUNDO DO TERMO DE EXECUÇÃO DESCENTRALIZADA, CELEBRADO ENTRE O MINISTÉRIO DO TRABALHO E EMPREGO - MTE E A UNIVERSIDADE DE BRASÍLIA - UNB, EM 09 DE DEZEMBRO DE 2025.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26271";"Fundação Universidade de Brasília";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - UNB";"31/12/2025";"01/01/2026";"31/12/2025";"09/01/2028";"00799205000189";"FUNDACAO DE APOIO A PESQUISA";"4606632,0000";"4606632,0000";"-3";"";"";"";""
"000012026";"Objeto: FORNECIMENTO DE ÁGUA E TRATAMENTO DE ESGOTO PARA ATENDER ÀS NECESSIDADES DA AGÊNCIA REGIONAL DO TRABALHO, EM SETE LAGOAS /MG - ARTB/MG, NO IMÓVEL SITUADO À RUA TEÓFILO OTONI Nº 135, BAIRRO CHÁCARA DO PAIVA, SETE LAGOAS.";"";"Sem Informação";"Não se aplica";"46000";"Ministério da Gestão e da Inovação em Ser";"46000";"Ministério da Gestão e da Inovação em Ser";"170085";"SUPERINTENDENCIA REG.ADM.DO MGI-MINAS GERAIS";"09/01/2026";"12/01/2026";"09/01/2026";"";"24996845000147";"SERVICO AUTONOMO DE AGUA, ESGOTO E SANEAMENTO URBANO";"1980,0000";"1980,0000";"-3";"";"";"";""
"000022026";"Objeto: CONTRATAÇÃO DE SOLUÇÃO DE FIREWALL DE PRÓXIMA GERAÇÃO PARA SEGURANÇA DA INFORMAÇÃO DE PERÍMETRO QUE POSSIBILITE A VISIBILIDADE E CONTROLE DE TRÁFEGO E APLICAÇÕES EM CAMADA 7, FILTRAGEM DE CONTEÚDO WEB, PREVENÇÃO CONTRA ATAQUES E AMEAÇAS AVANÇADAS E MODERNAS, FILTRO DE DADOS, VPN E CONTROLE GRANULAR DE BANDA DE REDE, COMPREENDENDO FORNECIMENTO DE EQUIPAMENTOS E SOFTWARES INTEGRADOS EM FORMA DE APPLIANCE.";"";"Pregão - Registro de Preço";"Não se aplica";"26000";"Ministério da Educação";"26281";"Fundação Universidade Federal de Sergipe";"154050";"FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE";"08/01/2026";"09/01/2026";"08/01/2026";"07/01/2031";"24376542000121";"APPROACH TECNOLOGIA LTDA";"571823,7200";"571823,7200";"900032024";"154050";"FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE";"9999";"Pregão - Registro de Preço"
"000222025";"Objeto: AQUISIÇÃO DE EQUIPAMENTOS SERVIDORES DE COMPUTAÇÃO DE ALTO DESEMPENHO (HPC), ITEM 3 DA ARP 20/2025 (SUPREMO TRIBUNAL FEDERAL), OBSERVADOS O EDITAL, O TERMO DE REFERÊNCIA E A PROPOSTA DA CONTRATADA, OS QUAIS, INDEPENDENTEMENTE DE TRANSCRIÇÃO, SÃO PARTES INTEGRANTES DESTE INSTRUMENTO, NAQUILO QUE NÃO O CONTRARIE.";"";"Sem Informação";"Não se aplica";"37000";"Controladoria-Geral da União";"37000";"Controladoria-Geral da União - Unidades com ";"370003";"COORD-GERAL DE LICITACAO,CONTR.E DOCUMENTACAO";"31/12/2025";"05/01/2026";"31/12/2025";"31/12/2030";"72381189001001";"DELL COMPUTADORES DO BRASIL LTDA";"3644583,0000";"3644583,0000";"900162025";"";"";"";""
"001722025";"Objeto: PRESTAÇÃO DE SERVIÇOS DE ASSISTÊNCIA MÉDICO-HOSPITALAR, EM COMPLEMENTAÇÃO AO ATENDIMENTO DOS BENEFICIÁRIOS E DEPENDENTES LEGAIS DO SAMMED/FUSEX. CONFORME RATIFICAÇÃO DO EDITAL DE CREDENCIAMENTO 01-2024 DO DIA 06 DE JANEIRO DE 2025.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160020";"HOSPITAL MILITAR DE AREA DE MANAUS";"13/10/2025";"12/01/2026";"13/10/2025";"12/10/2026";"31107333000148";"AIO INSTITUTO DE CANCER DE MANAUS LTDA";"500000,0000";"500000,0000";"-3";"";"";"";""
"000022026";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DAS OBRAS DE ENGENHARIA PARA RECUPERAÇÃO E REFORMA DA FACHADA DO PRÉDIO ANEXO DA FBN COM RESPONSABILIDADE TÉCNICA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA";"";"Sem Informação";"Não se aplica";"42000";"Ministério da Cultura";"20404";"Fundação Biblioteca Nacional";"344042";"FUNDACAO BIBLIOTECA NACIONAL";"07/01/2026";"09/01/2026";"07/01/2026";"07/05/2027";"37914922000114";"LMG ENGENHARIA LTDA";"5610826,6500";"5610826,6500";"-3";"";"";"";""
"006252025";"Objeto: AQUISIÇÃO DE OBRAS LITERÁRIAS NO ÂMBITO DO PROGRAMA NACIONAL DO LIVRO E DO MATERIAL DIDÁTICO - PNLD 2023, OBJETO 03, NOS FORMATOS IMPRESSO, HTML, PDF E VÍDEO TUTORIAL, DESTINADAS AOS ESTUDANTES E PROFESSORES DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL (1º AO 5º ANO), DAS ESCOLAS DA EDUCAÇÃO BÁSICA PÚBLICA, DAS REDES FEDERAL, ESTADUAIS, MUNICIPAIS E DO DISTRITO FEDERAL,";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26298";"Fundo Nacional de Desenvolvimento da Educaç";"153173";"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO";"28/12/2025";"08/01/2026";"28/12/2025";"23/12/2026";"39910196000197";"LEVE SOLUCOES EDITORIAIS LTDA.";"492886,9500";"492886,9500";"-3";"";"";"";""
"001012025";"Objeto: CONTRATACAO DE SERVICOS PROFISSIONAIS DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO-AEE(COM DEDICACAO EXCLUSIVA DE MAO DE OBRA)PARA ATENDER A DEMANDA DO IFNMG CAMPUS DIAMANTINA";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26410";"Instituto Federal de Educação, Ciência e T";"156121";"INST. FED. DO NORTE DE MG/CAMPUS DIAMANTINA";"30/12/2025";"02/01/2026";"30/12/2025";"30/12/2028";"21816728000166";"SOLUCOES FACILITIES LTDA";"1871956,8000";"1871956,8000";"-3";"";"";"";""
"000022026";"Objeto: CONTRATAÇÃO DE FUNDAÇÃO DE APOIO A UFMA OBJETIVANDO A PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO E ESTRUTURAL À EXECUÇÃO DA PROJETO DE PESQUISA, EXTENSÃO INOVADORA E ENSINO: INCLUSÃO, HABILIDADES E CIDADANIA DIGITAL PARA COMUNIDADES TRADICIONAIS DOS MUNICÍPIOS DE ALCÂNTARA E RAPOSA NO ESTADO DO MARANHÃO.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26272";"Fundação Universidade do Maranhão";"154041";"FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO";"06/01/2026";"07/01/2026";"07/01/2026";"30/06/2027";"07060718000112";"FUNDACAO SOUSANDRADE DE APOIO AO DESENVOL DA UFMA";"1391555,0000";"1391555,0000";"-3";"";"";"";""
"000542025";"Objeto: O PRESENTE CONTRATO TEM COM O OBJETO A PRESTAÇÃO DE APOIO POR PARTE DA CONTRATADA A REALIZAÇÃO DO PROJETO 'ESCOLA QUILOMBO: CURSO DE APERFEIÇOAMENTO NA ALFABE?ZAÇÃO QUILOMBOLA, PARA O FORTALECIMENTO DO COMPROMISSO NACIONAL DA CRIANÇA ALFABE?ZADA (CNCA), EM COMUNIDADES QUILOMBOLAS DE ALCÂNTARA E MIRINZAL - MA', PARTE INTEGRANTE DESTE CONTRATO INDEPENDENTEMENTE DE SUA DESCRIÇÃO.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26408";"Instituto Federal de Educação, Ciência e T";"158128";"INST. FED. DO MARANHAO";"06/01/2026";"09/01/2026";"06/01/2026";"06/01/2027";"07060718000112";"FUNDACAO SOUSANDRADE DE APOIO AO DESENVOL DA UFMA";"396000,0000";"396000,0000";"-3";"";"";"";""
"000012025";"Objeto: CONTRATAÇÃO DE SERVIÇOS COMUNS DE MANUTENÇÃO PREVENTIVA, CORRETIVA, INSTALAÇÃO E DESINSTALAÇÃO DE APARELHOS DE AR-CONDICIONADO, COM FORNECIMENTO DE PEÇAS E ACESSÓRIOS ORIGINAIS E MANUTENÇÃO PREVENTIVA E CORRETIVA DOS APARELHOS DE BEBEDOUROS, FRIGOBAR, GELADEIRAS E FREEZERS, PARA ATENDER O CAMPUS IRANDUBA / IFAM.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26403";"Instituto Federal de Educação, Ciência e T";"156623";"FAM - CAMPUS IRANDUBA";"30/12/2025";"09/01/2026";"30/12/2025";"30/12/2030";"30228685000199";"ALEFCRON SERVICOS DA CONSTRUCAO CIVIL E DA TECNOLOGIA LTDA";"480826,2000";"480826,2000";"900012025";"";"";"";""
"000952025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE AQUISIÇÃO DE CAMINHÕES, ESCAVADEIRAS HIDRÁULICAS, MOTONIVELADORAS, RETROESCAVADEIRAS, TRATORES E IMPLEMENTOS AGRÍCOLAS], NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.TRATOR AGRÍCOLA (TA), NOVO, POTÊNCIA (MÍNIMA) DO MOTOR DE 100CV. DEMAIS ESPECIFICAÇÕES TÉCNICAS NO ANEXO.";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2026";"13877012000140";"BDG SINOBRAS COMERCIO E IMPORTACAO LTDA";"1155000,0000";"1155000,0000";"-3";"";"";"";""
"000112025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A DISPONIBILIZAÇÃO, PARA O GRUPO N.º 15 DO TERMO DE REFERÊNCIA, DO SEGUINTE BEM EM REGIME DE COMODATO, CONFORME AS EXIGÊNCIAS DESCRITAS NO TERMO DE REFERÊNCIA: 01 (UM) APARELHO BOMBA INFUSORA PARA USO COM OS ITENS 98 E 99 (GRUPO 15 DO TERMO DE REFERÊNCIA).";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155911";"HOSPITAL UNIVERSITARIO GAFFREE E GUINLE";"29/12/2025";"06/01/2026";"29/12/2025";"29/12/2026";"06748657000118";"BIOLIFE COMERCIO DE MATERIAL HOSPITALAR LTDA";"0,00";"0,00";"951242025";"";"";"";""
"002312025";"Objeto: AQUISIÇÃO DE MOBILIÁRIO PADRONIZADO PARA O IFSC PARA O CAMPUS CAÇADOR.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26438";"Instituto Federal de Educação, Ciência e T";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"01/12/2025";"09/01/2026";"01/12/2025";"01/12/2026";"81340960000100";"CELI PRODUTOS DE ACO LTDA";"5328,0000";"5328,0000";"930012024";"";"";"";""
"000512025";"Objeto: CONTRATAÇÃO DE SERVIÇOS COMUNS DE CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO PERIÓDICO DE GASES LABORATORIAIS PARA A UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26264";"Universidade Federal Rural do Semi-Árido";"153033";"UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - RN";"30/12/2025";"08/01/2026";"30/12/2025";"30/12/2026";"10614976000108";"AMAZONIA GASES LTDA";"285340,0000";"285340,0000";"-3";"";"";"";""
"000012026";"Objeto: PRESTAÇÃO DE SERVIÇOS DE CONTACT CENTER COM UNIDADE DE RESPOSTA AUDÍVEL - URA E GRAVADOR DIGITAL NA MODALIDADE SAAS - SOFTWARE AS A SERVICE";"";"Sem Informação";"Não se aplica";"15000";"Justiça do Trabalho";"15000";"Justiça do Trabalho - Unidades com vínculo ";"080001";"TRIBUNAL SUPERIOR DO TRABALHO";"26/12/2025";"02/01/2026";"19/01/2026";"18/01/2031";"80043904000133";"TLD TELEDATA TECNOLOGIA EM CONECTIVIDADE LTDA";"545000,0000";"545000,0000";"-3";"";"";"";""
"000152025";"Objeto: CONTRATAÇÃO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO, HIPERCONVERGENTE NUTANIX, BEM COMO UMA SOLUÇÃO DE BACKUP, INCLUINDO LICENCIAMENTO, INSTALAÇÃO, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS PARA ATENDIMENTO DAS NECESSIDADES DA INDUSTRIA DE MATERIAL BÉLICO DO BRASIL (IMBEL)";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52221";"Indústria de Material Bélico do Brasil";"168003";"INDUSTRIA DE MATERIAL BELICO DO BRASIL - UA";"09/12/2025";"12/01/2026";"09/12/2025";"08/12/2028";"74556069000132";"OST TECNOLOGIA LTDA";"807100,0000";"807100,0000";"-3";"";"";"";""
"000232025";"Objeto: CONTRATAÇÃO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DE SUPORTE TÉCNICO E DO DIREITO DE ATUALIZAÇÃO DO SOFTWARE DE VIRTUALIZAÇÃO VMWARE VSPHERE FOUNDATION (VVF), OFICIAIS DO FABRICANTE, DO AMBIENTE DE PRODUÇÃO DA CGU NO MODELO DE SUBSCRIÇÃO, ATENDIMENTO 24 X 7, NOS TERMOS DA TABELA ABAIXO, CONFORME CONDIÇÕES E EXIGÊNCIAS ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"37000";"Controladoria-Geral da União";"37000";"Controladoria-Geral da União - Unidades com ";"370003";"COORD-GERAL DE LICITACAO,CONTR.E DOCUMENTACAO";"31/12/2025";"05/01/2026";"31/12/2025";"31/12/2030";"74556069000132";"OST TECNOLOGIA LTDA";"2889600,0000";"2889600,0000";"-3";"";"";"";""
"000992025";"Objeto: CONTRATAÇÃO DE SERVIÇO DE OUTSOURCING DE IMPRESSÃO NA MODALIDADE FRANQUIA MENSAL DE PÁGINAS MAIS EXCEDENTE, COM FORNECIMENTO DE SOFTWARE DE GERENCIAMENTO DE COTAS, SEGURANÇA DE IMPRESSÃO CONTROLADA POR SENHA, MONITORAMENTO, GESTÃO E BILHETAGEM DE IMPRESSÃO, ACESSÓRIOS, SUPRIMENTOS, INSUMOS/CONSUMÍVEIS ORIGINAIS (TONER E OUTROS, EXCETO PAPEL), IMPRESSORAS NOVAS E ASSISTÊNCIA TÉCNICA/MANUTENÇÃO NOS LOCAIS DE INSTALAÇÃO (COM FORNECIMENTO DE PEÇAS E COMPONENTES), BEM COMO QUAISQUER OUTROS ELEMENTOS NECESSÁRIOS";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120625";"GRUPAMENTO DE APOIO DO DISTRITO FED";"19/12/2025";"07/01/2026";"19/12/2025";"19/12/2029";"12616019000146";"PONTOBIT SOLUCOES TECNOLOGICAS LTDA";"298358,4000";"298358,4000";"-3";"";"";"";""
"000712025";"Objeto: AQUISIÇÃO DE REAGENTES, SOB DEMANDA, PARA REALIZAÇÃO DE EXAMES PARA O SERVIÇO DE BACTERIOLOGIA, O QUAL INCLUI ALÉM DOS CONSUMÍVEIS, O FORNECIMENTO DOS EQUIPAMENTOS AUTOMATIZADOS, TOTALMENTE INTEGRADOS, ETIQUETADORAS, SISTEMA DE CONTROLE DE ESTOQUE, SISTEMA DE CONTROLE DE QUALIDADE E SISTEMA DE INTERFACEAMENTO.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155902";"EBSERH CHC-UFPR";"30/12/2025";"02/01/2026";"05/01/2026";"05/01/2029";"05968582000118";"BRASIL CIENTIFICA - COMERCIO DE PRODUTOS PARA LABORATORIO LTDA";"20467,4400";"20467,4400";"-3";"";"";"";""
"005192025";"Objeto: O OBJETO DO PRESENTE TERMO DE CONTRATO É O FORNECIMENTO DE MICROCOMPUTADORES, COM GARANTIA E ASSISTÊNCIA TÉCNICA 'ON-SITE' PELO PERÍODO DE 60 (SESSENTA) MESES PARA MICROCOMPUTADORES PARA ATENDER AS NECESSIDADES DA UNIVERSIDADE DE BRASÍLIA - UNB, CONFORME CONDIÇÕES E ESPECIFICAÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA DO EDITAL PREGÃO ELETRÔNICO Nº 90203/2024.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26271";"Fundação Universidade de Brasília";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - UNB";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2026";"89237911028908";"GLOBAL DISTRIBUICAO DE BENS DE CONSUMO LTDA.";"2792000,0000";"2792000,0000";"902032024";"";"";"";""
"000012026";"Objeto: CONTRATAÇÃO DE SERVIÇOS COMUNS DE MANUTENÇÃO DE TELHADO DA UTRA CAMPINAS DA SFA-SP, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA";"";"Sem Informação";"Não se aplica";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"130067";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/SP";"10/01/2026";"13/01/2026";"10/01/2026";"10/01/2027";"26547715000152";"ARQUITETEBEM OBRAS LTDA";"40000,0000";"40000,0000";"-3";"";"";"";""
"000012026";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM FISCALIZAÇÃO E ACOMPANHAMENTO TÉCNICO DA EXECUÇÃO DA OBRA DE REFORMA DA SEDE PRÓPRIA DO IBAMA/TO";"";"Sem Informação";"Não se aplica";"44000";"Ministério do Meio Ambiente e Mudança do Cl";"20701";"Instituto Brasileiro do Meio Ambiente e dos R";"193183";"IBAMA - SUPERINTENDENCIA DO TOCANTINS/TO";"07/01/2026";"09/01/2026";"07/01/2026";"06/09/2026";"34718301000177";"WILLIAM MEDEIROS GODOI";"65000,0000";"65000,0000";"-3";"";"";"";""
"005922025";"Objeto: AQUISIÇÃO DE OBRAS LITERÁRIAS NO ÂMBITO DO PROGRAMA NACIONAL DO LIVRO E DO MATERIAL DIDÁTICO - PNLD 2023, OBJETO 03, NOS FORMATOS IMPRESSO, HTML, PDF E VÍDEO TUTORIAL, DESTINADAS AOS ESTUDANTES E PROFESSORES DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL (1º AO 5º ANO), DAS ESCOLAS DA EDUCAÇÃO BÁSICA PÚBLICA, DAS REDES FEDERAL, ESTADUAIS, MUNICIPAIS E DO DISTRITO FEDERAL";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26298";"Fundo Nacional de Desenvolvimento da Educaç";"153173";"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO";"30/12/2025";"08/01/2026";"30/12/2025";"25/12/2026";"61016028000101";"IBEP - INSTITUTO BRASILEIRO DE EDICOES PEDAGOGICAS LTDA";"525197,4900";"525197,4900";"-3";"";"";"";""
"003192025";"Objeto: A AQUISIÇÃO DE MATERIAIS HOSPITALARES";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160020";"HOSPITAL MILITAR DE AREA DE MANAUS";"07/01/2026";"08/01/2026";"07/01/2026";"06/01/2027";"58950775000108";"COTACAO COM REPRESENTACAO IMPORTACAO E EXPORTACAO LTDA";"129550,0000";"129550,0000";"-3";"";"";"";""
"000012026";"Objeto: CONTRATAÇÃO DE GÊNEROS ALIMENTÍCIOS A FIM DE ATENDER AOS INTERESSES DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA - CAMPUS SANTO ANTÔNIO DE JESUS/BA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26427";"Instituto Federal de Educação, Ciência e T";"156060";"INSTITUTO FEDERAL DA BAHIA- STO ANTONIO JESUS";"07/01/2026";"09/01/2026";"07/01/2026";"07/01/2027";"00127842000109";"SUPERMERCADO E PANIFICADORA FONSECA LTDA";"9511,7800";"9511,7800";"-3";"";"";"";""
